Source,Target,Weight,Type
Cyber-Director,Alistair Gordon Lethbridge-Stewart,1,undirected
Cyber-Director,Isobel Watkins,1,undirected
Cyber-Director,Jack Tracy,1,undirected
Cyber-Director,Jamie McCrimmon,1,undirected
Cyber-Director,John Benton,1,undirected
Cyber-Director,Second Doctor,1,undirected
Cyber-Director,Tobias Vaughn,1,undirected
Cyber-Director,Zoe Heriot,1,undirected
Cyber-Leader (Earthshock),Adric,1,undirected
Cyber-Leader (Earthshock),Fifth Doctor,1,undirected
Cyber-Leader (Earthshock),Nyssa,1,undirected
Cyber-Leader (Earthshock),Tegan Jovanka,1,undirected
Cyber-Leader (Revenge of the Cybermen),Cyberman,1,undirected
Cyber-Leader (Revenge of the Cybermen),Fourth Doctor,1,undirected
Cyber-Leader (Revenge of the Cybermen),Harry Sullivan,1,undirected
Cyber-Leader (Revenge of the Cybermen),Kellman,1,undirected
Cyber-Leader (Revenge of the Cybermen),Sarah Jane Smith,1,undirected
Cyber-Leader (Revenge of the Cybermen),Vorus,1,undirected
Cyber-Leader (Silver Nemesis),Ace,1,undirected
Cyber-Leader (Silver Nemesis),De Flores,1,undirected
Cyber-Leader (Silver Nemesis),Peinforte,1,undirected
Cyber-Leader (Silver Nemesis),Seventh Doctor,1,undirected
Cyber-Planner (The Wheel in Space),Jamie McCrimmon,1,undirected
Cyber-Planner (The Wheel in Space),Second Doctor,1,undirected
Cyber-Planner (The Wheel in Space),Zoe Heriot,1,undirected
CyberMondan,Ben Jackson,1,undirected
CyberMondan,Cutler (The Tenth Planet),1,undirected
CyberMondan,First Doctor,1,undirected
CyberMondan,Polly Wright,1,undirected
CyberMondan,Second Doctor,1,undirected
CyberTelosian,Ben Jackson,1,undirected
CyberTelosian,Jamie McCrimmon,1,undirected
CyberTelosian,Polly Wright,1,undirected
CyberTelosian,Second Doctor,1,undirected
Cyberman,Cyber-Controller (The Tomb of the Cybermen),1,undirected
Cyberman,Cyber-Leader (Revenge of the Cybermen),1,undirected
Cyberman,Eric Klieg,1,undirected
Cyberman,Fourth Doctor,1,undirected
Cyberman,Harry Sullivan,1,undirected
Cyberman,Jamie McCrimmon,1,undirected
Cyberman,Kaftan,1,undirected
Cyberman,Kellman,1,undirected
Cyberman,Peter Haydon,1,undirected
Cyberman,Sarah Jane Smith,1,undirected
Cyberman,Second Doctor,1,undirected
Cyberman,Victoria Waterfield,1,undirected
Cyberman,Vorus,1,undirected
Dalek,Barbara Wright,1,undirected
Dalek,Ben Jackson,1,undirected
Dalek,Black Dalek Leader,1,undirected
Dalek,Bragen,1,undirected
Dalek,Davros,2,undirected
Dalek,Fifth Doctor,1,undirected
Dalek,First Doctor,1,undirected
Dalek,Fourth Doctor,1,undirected
Dalek,Gustave Lytton,1,undirected
Dalek,Ian Chesterton,1,undirected
Dalek,Janley,1,undirected
Dalek,K9 Mark II,1,undirected
Dalek,Movellan,1,undirected
Dalek,Polly Wright,1,undirected
Dalek,Romana II,1,undirected
Dalek,Sarah Jane Smith,1,undirected
Dalek,Second Doctor,1,undirected
Dalek,Susan Foreman,1,undirected
Dalek,Tegan Jovanka,1,undirected
Dalek,Third Doctor,1,undirected
Dalek,Vislor Turlough,1,undirected
Dalek Prime,Jamie McCrimmon,1,undirected
Dalek Prime,Second Doctor,1,undirected
Dalek Prime,Victoria Waterfield,1,undirected
Dalek Supreme (Planet of the Daleks),Jo Grant,1,undirected
Dalek Supreme (Planet of the Daleks),Third Doctor,1,undirected
Davros,Ace,1,undirected
Davros,Allison Williams,1,undirected
Davros,Black Dalek Leader,2,undirected
Davros,Dalek,2,undirected
Davros,Fifth Doctor,1,undirected
Davros,Fourth Doctor,2,undirected
Davros,Gustave Lytton,1,undirected
Davros,Harry Sullivan,1,undirected
Davros,Ian Gilmore,1,undirected
Davros,K9 Mark II,1,undirected
Davros,Movellan,1,undirected
Davros,Peri Brown,1,undirected
Davros,Rachel Jensen,1,undirected
Davros,Romana II,1,undirected
Davros,Sarah Jane Smith,1,undirected
Davros,Seventh Doctor,1,undirected
Davros,Sixth Doctor,1,undirected
Davros,Tegan Jovanka,1,undirected
Davros,Time Lord messenger (Genesis of the Daleks),1,undirected
Davros,Vislor Turlough,1,undirected
De Flores,Ace,1,undirected
De Flores,Cyber-Leader (Silver Nemesis),1,undirected
De Flores,Peinforte,1,undirected
De Flores,Seventh Doctor,1,undirected
Dent (Colony in Space),Jo Grant,1,undirected
Dent (Colony in Space),The Brigadier,1,undirected
Dent (Colony in Space),The Master,1,undirected
Dent (Colony in Space),Third Doctor,1,undirected
Dodo Chaplet,Ben Jackson,1,undirected
Dodo Chaplet,Billy Clanton,1,undirected
Dodo Chaplet,Catherine de Medici,1,undirected
Dodo Chaplet,Celestial Toymaker,1,undirected
Dodo Chaplet,Edal,1,undirected
Dodo Chaplet,First Doctor,6,undirected
Dodo Chaplet,Gaspard de Saux-Tavannes,1,undirected
Dodo Chaplet,Ike Clanton,1,undirected
Dodo Chaplet,Johnny Ringo,1,undirected
Dodo Chaplet,Monoid,1,undirected
Dodo Chaplet,Pa Clanton,1,undirected
Dodo Chaplet,Phineas Clanton,1,undirected
Dodo Chaplet,Polly Wright,1,undirected
Dodo Chaplet,Seth Harper,1,undirected
Dodo Chaplet,Steven Taylor,5,undirected
Dodo Chaplet,Template:Disputed,1,undirected
Dodo Chaplet,WOTAN,1,undirected
Drashig,Jo Grant,1,undirected
Drashig,Kalik,1,undirected
Drashig,Third Doctor,1,undirected
Drax,Astra of Atrios,1,undirected
Drax,Black Guardian,1,undirected
Drax,Fourth Doctor,1,undirected
Drax,K9 Mark II,1,undirected
Drax,Marshal of Atrios,1,undirected
Drax,Romana I,1,undirected
Drax,The Shadow,1,undirected
Duggan,Fourth Doctor,1,undirected
Duggan,Romana II,1,undirected
Duggan,Scaroth,1,undirected
Dukkha,Adric,1,undirected
Dukkha,Fifth Doctor,1,undirected
Dukkha,Hindle,1,undirected
Dukkha,Mara,1,undirected
Dukkha,Nyssa,1,undirected
Dukkha,Tegan Jovanka,1,undirected
Dymond,Fourth Doctor,1,undirected
Dymond,K9 Mark II,1,undirected
Dymond,Mandrel,1,undirected
Dymond,Romana II,1,undirected
Dymond,Tryst,1,undirected
Dæmon,Azal,1,undirected
Dæmon,Jo Grant,1,undirected
Dæmon,John Benton,1,undirected
Dæmon,Mike Yates,1,undirected
Dæmon,Olive Hawthorne,1,undirected
Dæmon,The Brigadier,1,undirected
Dæmon,The Master,1,undirected
Dæmon,Third Doctor,1,undirected
Dæmon,Tom Osgood,1,undirected
Eckersley,Aggedor (The Curse of Peladon),1,undirected
Eckersley,Alpha Centauri (The Curse of Peladon),1,undirected
Eckersley,Azaxyr,1,undirected
Eckersley,Ettis,1,undirected
Eckersley,Ice Lord,1,undirected
Eckersley,Ice Warrior,1,undirected
Eckersley,Sarah Jane Smith,1,undirected
Eckersley,Third Doctor,1,undirected
Edal,Dodo Chaplet,1,undirected
Edal,First Doctor,1,undirected
Edal,Steven Taylor,1,undirected
Edward Travers,Alistair Gordon Lethbridge-Stewart,1,undirected
Edward Travers,Great Intelligence,2,undirected
Edward Travers,Jamie McCrimmon,2,undirected
Edward Travers,Padmasambhava,1,undirected
Edward Travers,Second Doctor,2,undirected
Edward Travers,Thonmi,1,undirected
Edward Travers,Victoria Waterfield,2,undirected
Edwards (The Smugglers),Ben Jackson,1,undirected
Edwards (The Smugglers),Cherub (The Smugglers),1,undirected
Edwards (The Smugglers),First Doctor,1,undirected
Edwards (The Smugglers),Polly Wright,1,undirected
Edwards (The Smugglers),Samuel Pike,1,undirected
Eelek,Jamie McCrimmon,1,undirected
Eelek,Kroton (species),1,undirected
Eelek,Second Doctor,1,undirected
Eelek,Zoe Heriot,1,undirected
Eight Legs,Fourth Doctor,1,undirected
Eight Legs,John Benton,1,undirected
Eight Legs,K'anpo Rimpoche,1,undirected
Eight Legs,Lupton,1,undirected
Eight Legs,Mike Yates,1,undirected
Eight Legs,Sarah Jane Smith,1,undirected
Eight Legs,The Brigadier,1,undirected
Eight Legs,The Great One (Planet of the Spiders),1,undirected
Eight Legs,Third Doctor,1,undirected
Eighth Doctor,Chang Lee,1,undirected
Eighth Doctor,Chris Parsons,1,undirected
Eighth Doctor,Chronotis,1,undirected
Eighth Doctor,Clare Keightley,1,undirected
Eighth Doctor,Grace Holloway,1,undirected
Eighth Doctor,K9 Mark II,1,undirected
Eighth Doctor,Ohila,1,undirected
Eighth Doctor,Romana II,1,undirected
Eighth Doctor,Seventh Doctor,1,undirected
Eighth Doctor,Skagra,1,undirected
Eighth Doctor,The Master,1,undirected
Eighth Doctor,War Doctor,1,undirected
Eirak,Black Guardian,1,undirected
Eirak,Fifth Doctor,1,undirected
Eirak,Nyssa,1,undirected
Eirak,Tegan Jovanka,1,undirected
Eirak,Vislor Turlough,1,undirected
El Akir,Barbara Wright,1,undirected
El Akir,First Doctor,1,undirected
El Akir,Ian Chesterton,1,undirected
El Akir,Vicki Pallister,1,undirected
Eldrad,Fourth Doctor,1,undirected
Eldrad,Sarah Jane Smith,1,undirected
Engin,Fourth Doctor,1,undirected
Engin,Goth,1,undirected
Engin,Spandrell,1,undirected
Engin,The Master,1,undirected
Eric Klieg,Cyber-Controller (The Tomb of the Cybermen),1,undirected
Eric Klieg,Cyberman,1,undirected
Eric Klieg,Jamie McCrimmon,1,undirected
Eric Klieg,Kaftan,1,undirected
Eric Klieg,Peter Haydon,1,undirected
Eric Klieg,Second Doctor,1,undirected
Eric Klieg,Victoria Waterfield,1,undirected
Eric Stahlman,Alastair Lethbridge-Stewart,1,undirected
Eric Stahlman,Greg Sutton,1,undirected
Eric Stahlman,John Benton,1,undirected
Eric Stahlman,Keith Gold,1,undirected
Eric Stahlman,Liz Shaw,1,undirected
Eric Stahlman,Petra Williams,1,undirected
Eric Stahlman,The Brigadier,1,undirected
Eric Stahlman,Third Doctor,1,undirected
Ettis,Aggedor (The Curse of Peladon),1,undirected
Ettis,Alpha Centauri (The Curse of Peladon),1,undirected
Ettis,Azaxyr,1,undirected
Ettis,Eckersley,1,undirected
Ettis,Ice Lord,1,undirected
Ettis,Ice Warrior,1,undirected
Ettis,Sarah Jane Smith,1,undirected
Ettis,Third Doctor,1,undirected
Evelyn Smythe,Cyber-Controller,1,undirected
Evelyn Smythe,Sixth Doctor,1,undirected
Federico,Fourth Doctor,1,undirected
Federico,Hieronymous (The Masque of Mandragora),1,undirected
Federico,Mandragora Helix,1,undirected
Federico,Sarah Jane Smith,1,undirected
Fendahl,Fourth Doctor,1,undirected
Fendahl,K9 Mark I,1,undirected
Fendahl,Leela,1,undirected
Fendahl,Maximillian Stael,1,undirected
Fenric,A. H. Millington,1,undirected
Fenric,Ace,1,undirected
Fenric,Haemovore,1,undirected
Fenric,Ingiger,1,undirected
Fenric,Seventh Doctor,1,undirected
Field Major,Fourth Doctor,1,undirected
Field Major,Harry Sullivan,1,undirected
Field Major,Sarah Jane Smith,1,undirected
Field Major,Styre,1,undirected
Fifth Doctor,Ace,1,undirected
Fifth Doctor,Adric,9,undirected
Fifth Doctor,Alistair Gordon Lethbridge-Stewart,2,undirected
Fifth Doctor,Ann Talbot,1,undirected
Fifth Doctor,Black Dalek Leader,1,undirected
Fifth Doctor,Black Guardian,3,undirected
Fifth Doctor,Borusa,2,undirected
Fifth Doctor,Chela,1,undirected
Fifth Doctor,Cyber-Leader (Earthshock),1,undirected
Fifth Doctor,Dalek,1,undirected
Fifth Doctor,Davros,1,undirected
Fifth Doctor,Dukkha,1,undirected
Fifth Doctor,Eirak,1,undirected
Fifth Doctor,First Doctor,1,undirected
Fifth Doctor,Fourth Doctor,3,undirected
Fifth Doctor,George Hutchinson,1,undirected
Fifth Doctor,Gravis,1,undirected
Fifth Doctor,Gustave Lytton,1,undirected
Fifth Doctor,Hindle,1,undirected
Fifth Doctor,Icthar,1,undirected
Fifth Doctor,Jane Hampden,1,undirected
Fifth Doctor,K9 (Storm in a Tikka) (page does not exist),1,undirected
Fifth Doctor,K9 Mark III,1,undirected
Fifth Doctor,Kamelion,3,undirected
Fifth Doctor,Leela,1,undirected
Fifth Doctor,Liz Shaw,1,undirected
Fifth Doctor,Lord President,1,undirected
Fifth Doctor,Madge Cranleigh,1,undirected
Fifth Doctor,Malus,1,undirected
Fifth Doctor,Mara,2,undirected
Fifth Doctor,Mawdryn,1,undirected
Fifth Doctor,Melanie Bush,1,undirected
Fifth Doctor,Mike Yates,1,undirected
Fifth Doctor,Morgus,1,undirected
Fifth Doctor,Nyssa,14,undirected
Fifth Doctor,Omega,1,undirected
Fifth Doctor,Peri Brown,3,undirected
Fifth Doctor,Rassilon,1,undirected
Fifth Doctor,Richard Mace,1,undirected
Fifth Doctor,Romana II,2,undirected
Fifth Doctor,Sarah Jane Smith,2,undirected
Fifth Doctor,Second Doctor,1,undirected
Fifth Doctor,Seventh Doctor,1,undirected
Fifth Doctor,Sharaz Jek,1,undirected
Fifth Doctor,Sixth Doctor,2,undirected
Fifth Doctor,Stotz,1,undirected
Fifth Doctor,Susan Foreman,2,undirected
Fifth Doctor,Tegan Jovanka,20,undirected
Fifth Doctor,Terileptil,1,undirected
Fifth Doctor,Terileptil android,1,undirected
Fifth Doctor,The Brigadier,1,undirected
Fifth Doctor,The Master,6,undirected
Fifth Doctor,The Rani,1,undirected
Fifth Doctor,The Watcher (Logopolis),1,undirected
Fifth Doctor,Third Doctor,2,undirected
Fifth Doctor,Tractator,1,undirected
Fifth Doctor,Urbankan,1,undirected
Fifth Doctor,Victoria Waterfield,1,undirected
Fifth Doctor,Vislor Turlough,11,undirected
Fifth Doctor,White Guardian,1,undirected
Fifth Doctor,Will Chandler,1,undirected
Fifth Doctor,Wrack,1,undirected
Finch (Invasion of the Dinosaurs),Butler (Invasion of the Dinosaurs),1,undirected
Finch (Invasion of the Dinosaurs),Charles Grover,1,undirected
Finch (Invasion of the Dinosaurs),John Benton,1,undirected
Finch (Invasion of the Dinosaurs),Mike Yates,1,undirected
Finch (Invasion of the Dinosaurs),Sarah Jane Smith,1,undirected
Finch (Invasion of the Dinosaurs),The Brigadier,1,undirected
Finch (Invasion of the Dinosaurs),Third Doctor,1,undirected
Finch (Invasion of the Dinosaurs),Whitaker (Invasion of the Dinosaurs),1,undirected
First Doctor,Alistair Gordon Lethbridge-Stewart,1,undirected
First Doctor,Animus,1,undirected
First Doctor,Barbara Wright,16,undirected
First Doctor,Ben Jackson,3,undirected
First Doctor,Bennett (The Rescue),1,undirected
First Doctor,Billy Clanton,1,undirected
First Doctor,Black Dalek Leader,2,undirected
First Doctor,Borusa,1,undirected
First Doctor,Bret Vyon,1,undirected
First Doctor,Cassandra (The Myth Makers),1,undirected
First Doctor,Catherine de Medici,1,undirected
First Doctor,Celestial Toymaker,1,undirected
First Doctor,Chancellor (The Three Doctors),1,undirected
First Doctor,Cherub (The Smugglers),1,undirected
First Doctor,City Administrator (The Sensorites),1,undirected
First Doctor,Commander (The Sensorites),1,undirected
First Doctor,Cutler (The Tenth Planet),1,undirected
First Doctor,CyberMondan,1,undirected
First Doctor,Dalek,1,undirected
First Doctor,Dodo Chaplet,6,undirected
First Doctor,Edal,1,undirected
First Doctor,Edwards (The Smugglers),1,undirected
First Doctor,El Akir,1,undirected
First Doctor,Fifth Doctor,1,undirected
First Doctor,Forester (Planet of Giants),1,undirected
First Doctor,Fourth Doctor,1,undirected
First Doctor,Gaspard de Saux-Tavannes,1,undirected
First Doctor,Ian Chesterton,16,undirected
First Doctor,Ike Clanton,1,undirected
First Doctor,Jo Grant,1,undirected
First Doctor,John Benton,1,undirected
First Doctor,Johnny Ringo,1,undirected
First Doctor,K9 Mark III,1,undirected
First Doctor,Kal,1,undirected
First Doctor,Katarina,2,undirected
First Doctor,Lord President,1,undirected
First Doctor,Léon Colbert,1,undirected
First Doctor,Maaga,1,undirected
First Doctor,Marco Polo,1,undirected
First Doctor,Mavic Chen,1,undirected
First Doctor,Maximilien Robespierre,1,undirected
First Doctor,Mechonoid,1,undirected
First Doctor,Monoid,1,undirected
First Doctor,Morok,1,undirected
First Doctor,Napoléon Bonaparte,1,undirected
First Doctor,Nero,1,undirected
First Doctor,Odysseus,1,undirected
First Doctor,Omega,1,undirected
First Doctor,Pa Clanton,1,undirected
First Doctor,Palmer (The Three Doctors),1,undirected
First Doctor,Phineas Clanton,1,undirected
First Doctor,Polly Wright,3,undirected
First Doctor,President (The Three Doctors),1,undirected
First Doctor,Rassilon,1,undirected
First Doctor,Rill,1,undirected
First Doctor,Romana II,1,undirected
First Doctor,Samuel Pike,1,undirected
First Doctor,Sara Kingdom,1,undirected
First Doctor,Sarah Jane Smith,1,undirected
First Doctor,Second Doctor,3,undirected
First Doctor,Seth Harper,1,undirected
First Doctor,Steven Taylor,10,undirected
First Doctor,Supreme Controller (The Dalek Invasion of Earth),1,undirected
First Doctor,Susan Foreman,11,undirected
First Doctor,Tegan Jovanka,1,undirected
First Doctor,Tegana,1,undirected
First Doctor,Template:Disputed,1,undirected
First Doctor,The Brigadier,1,undirected
First Doctor,The Master,1,undirected
First Doctor,The Monk,2,undirected
First Doctor,Third Doctor,2,undirected
First Doctor,Time Lord (The Three Doctors),1,undirected
First Doctor,Tlotoxl,1,undirected
First Doctor,Vicki Pallister,9,undirected
First Doctor,Vislor Turlough,1,undirected
First Doctor,WOTAN,1,undirected
First Doctor,Yartek,1,undirected
Forester (Planet of Giants),Barbara Wright,1,undirected
Forester (Planet of Giants),First Doctor,1,undirected
Forester (Planet of Giants),Ian Chesterton,1,undirected
Forester (Planet of Giants),Susan Foreman,1,undirected
Fourth Doctor,Ace,1,undirected
Fourth Doctor,Adrasta,1,undirected
Fourth Doctor,Adric,5,undirected
Fourth Doctor,Alistair Gordon Lethbridge-Stewart,3,undirected
Fourth Doctor,Ander Poul,1,undirected
Fourth Doctor,Anti-matter creature,1,undirected
Fourth Doctor,Astra of Atrios,1,undirected
Fourth Doctor,Black Guardian,1,undirected
Fourth Doctor,Borusa,1,undirected
Fourth Doctor,Broton,1,undirected
Fourth Doctor,Cessair of Diplos,1,undirected
Fourth Doctor,Commander,1,undirected
Fourth Doctor,Cyber-Leader (Revenge of the Cybermen),1,undirected
Fourth Doctor,Cyberman,1,undirected
Fourth Doctor,Dalek,1,undirected
Fourth Doctor,Davros,2,undirected
Fourth Doctor,Drax,1,undirected
Fourth Doctor,Duggan,1,undirected
Fourth Doctor,Dymond,1,undirected
Fourth Doctor,Eight Legs,1,undirected
Fourth Doctor,Eldrad,1,undirected
Fourth Doctor,Engin,1,undirected
Fourth Doctor,Federico,1,undirected
Fourth Doctor,Fendahl,1,undirected
Fourth Doctor,Field Major,1,undirected
Fourth Doctor,Fifth Doctor,3,undirected
Fourth Doctor,First Doctor,1,undirected
Fourth Doctor,Gaztak,1,undirected
Fourth Doctor,George Litefoot,1,undirected
Fourth Doctor,Goth,1,undirected
Fourth Doctor,Graff Vynda-K,1,undirected
Fourth Doctor,Grendel of Gracht,1,undirected
Fourth Doctor,Grugger,1,undirected
Fourth Doctor,Hade,1,undirected
Fourth Doctor,Harrison Chase,1,undirected
Fourth Doctor,Harry Sullivan,7,undirected
Fourth Doctor,Henry Gordon Jago,1,undirected
Fourth Doctor,Hieronymous (The Masque of Mandragora),1,undirected
Fourth Doctor,John Benton,3,undirected
Fourth Doctor,K'anpo Rimpoche,1,undirected
Fourth Doctor,K9 (Storm in a Tikka) (page does not exist),1,undirected
Fourth Doctor,K9 Mark I,5,undirected
Fourth Doctor,K9 Mark II,14,undirected
Fourth Doctor,K9 Mark III,1,undirected
Fourth Doctor,Kaldor android,1,undirected
Fourth Doctor,Kellman,1,undirected
Fourth Doctor,King Vampire,1,undirected
Fourth Doctor,Kiy Uvanov,1,undirected
Fourth Doctor,Kraal (species),1,undirected
Fourth Doctor,Kroll,1,undirected
Fourth Doctor,Krynoid,1,undirected
Fourth Doctor,Leela,10,undirected
Fourth Doctor,Li H'sen Chang,1,undirected
Fourth Doctor,Lish Toos,1,undirected
Fourth Doctor,Liz Shaw,1,undirected
Fourth Doctor,Lord President,1,undirected
Fourth Doctor,Lupton,1,undirected
Fourth Doctor,Magnus Greel,1,undirected
Fourth Doctor,Mandragora Helix,1,undirected
Fourth Doctor,Mandrel,1,undirected
Fourth Doctor,Marshal of Atrios,1,undirected
Fourth Doctor,Marshman,1,undirected
Fourth Doctor,Maximillian Stael,1,undirected
Fourth Doctor,Meglos,1,undirected
Fourth Doctor,Mehendri Solon,1,undirected
Fourth Doctor,Melanie Bush,1,undirected
Fourth Doctor,Mike Yates,2,undirected
Fourth Doctor,Morbius,1,undirected
Fourth Doctor,Movellan,1,undirected
Fourth Doctor,Mr Sin,1,undirected
Fourth Doctor,Nimon,1,undirected
Fourth Doctor,Nyssa,3,undirected
Fourth Doctor,Ogri,1,undirected
Fourth Doctor,Oracle (Underworld),1,undirected
Fourth Doctor,Pangol,1,undirected
Fourth Doctor,Peri Brown,1,undirected
Fourth Doctor,Ranquin,1,undirected
Fourth Doctor,Rassilon,1,undirected
Fourth Doctor,Romana I,6,undirected
Fourth Doctor,Romana II,12,undirected
Fourth Doctor,Rorvik,1,undirected
Fourth Doctor,Rutan Host,1,undirected
Fourth Doctor,Salamar,1,undirected
Fourth Doctor,Sarah Jane Smith,16,undirected
Fourth Doctor,Scaroth,1,undirected
Fourth Doctor,Scientific Reform Society,1,undirected
Fourth Doctor,Second Doctor,1,undirected
Fourth Doctor,Seer,1,undirected
Fourth Doctor,Seventh Doctor,1,undirected
Fourth Doctor,Sixth Doctor,1,undirected
Fourth Doctor,Soldeed,1,undirected
Fourth Doctor,Spandrell,1,undirected
Fourth Doctor,Stor,1,undirected
Fourth Doctor,Styre,1,undirected
Fourth Doctor,Susan Foreman,2,undirected
Fourth Doctor,Sutekh,1,undirected
Fourth Doctor,Taren Capel,1,undirected
Fourth Doctor,Tegan Jovanka,2,undirected
Fourth Doctor,Thawn,1,undirected
Fourth Doctor,The Brigadier,2,undirected
Fourth Doctor,The Captain,1,undirected
Fourth Doctor,The Collector,1,undirected
Fourth Doctor,The Great One (Planet of the Spiders),1,undirected
Fourth Doctor,The Master,4,undirected
Fourth Doctor,The Nucleus,1,undirected
Fourth Doctor,The Rani,1,undirected
Fourth Doctor,The Shadow,1,undirected
Fourth Doctor,The Swarm (The Invisible Enemy),1,undirected
Fourth Doctor,The Watcher (Logopolis),1,undirected
Fourth Doctor,Third Doctor,3,undirected
Fourth Doctor,Three Who Rule,1,undirected
Fourth Doctor,Time Lord messenger (Genesis of the Daleks),1,undirected
Fourth Doctor,Tryst,1,undirected
Fourth Doctor,Vardan,1,undirected
Fourth Doctor,Victoria Waterfield,1,undirected
Fourth Doctor,Vislor Turlough,1,undirected
Fourth Doctor,Vorus,1,undirected
Fourth Doctor,West Lodge,1,undirected
Fourth Doctor,White Guardian,2,undirected
Fourth Doctor,Wirrn,1,undirected
Fourth Doctor,Xanxia,1,undirected
Fourth Doctor,Xoanon,1,undirected
Gareth Jenkins (A Fix with Sontarans),Nathan (A Fix with Sontarans),1,undirected
Gareth Jenkins (A Fix with Sontarans),Sixth Doctor,1,undirected
Gareth Jenkins (A Fix with Sontarans),Tegan Jovanka,1,undirected
Gareth Jenkins (A Fix with Sontarans),Turner (A Fix with Sontarans),1,undirected
Gaspard de Saux-Tavannes,Catherine de Medici,1,undirected
Gaspard de Saux-Tavannes,Dodo Chaplet,1,undirected
Gaspard de Saux-Tavannes,First Doctor,1,undirected
Gaspard de Saux-Tavannes,Steven Taylor,1,undirected
Gavrok,Bannermen,1,undirected
Gavrok,Keillor,1,undirected
Gavrok,Melanie Bush,1,undirected
Gavrok,Seventh Doctor,1,undirected
Gaztak,Fourth Doctor,1,undirected
Gaztak,Grugger,1,undirected
Gaztak,K9 Mark II,1,undirected
Gaztak,Meglos,1,undirected
Gaztak,Romana II,1,undirected
George Hutchinson,Fifth Doctor,1,undirected
George Hutchinson,Jane Hampden,1,undirected
George Hutchinson,Malus,1,undirected
George Hutchinson,Tegan Jovanka,1,undirected
George Hutchinson,Vislor Turlough,1,undirected
George Hutchinson,Will Chandler,1,undirected
George Litefoot,Fourth Doctor,1,undirected
George Litefoot,Henry Gordon Jago,1,undirected
George Litefoot,Leela,1,undirected
George Litefoot,Li H'sen Chang,1,undirected
George Litefoot,Magnus Greel,1,undirected
George Litefoot,Mr Sin,1,undirected
George Patrick Barnham,Arthur Linwood,1,undirected
George Patrick Barnham,Carol Bell,1,undirected
George Patrick Barnham,Charles Kettering,1,undirected
George Patrick Barnham,Harry Mailer,1,undirected
George Patrick Barnham,Jo Grant,1,undirected
George Patrick Barnham,John Benton,1,undirected
George Patrick Barnham,Keller Machine,1,undirected
George Patrick Barnham,Mike Yates,1,undirected
George Patrick Barnham,Roland Summers,1,undirected
George Patrick Barnham,The Brigadier,1,undirected
George Patrick Barnham,The Master,1,undirected
George Patrick Barnham,Third Doctor,1,undirected
Giant maggot,BOSS,1,undirected
Giant maggot,Clifford Jones,1,undirected
Giant maggot,Jo Grant,1,undirected
Giant maggot,John Benton,1,undirected
Giant maggot,Mark Elgin,1,undirected
Giant maggot,Mike Yates,1,undirected
Giant maggot,Stevens,1,undirected
Giant maggot,The Brigadier,1,undirected
Giant maggot,Third Doctor,1,undirected
Gods of Ragnarok,Ace,1,undirected
Gods of Ragnarok,Chief clown,1,undirected
Gods of Ragnarok,Mags (The Greatest Show in the Galaxy),1,undirected
Gods of Ragnarok,Seventh Doctor,1,undirected
Gold Dalek (Day of the Daleks),Jo Grant,1,undirected
Gold Dalek (Day of the Daleks),John Benton,1,undirected
Gold Dalek (Day of the Daleks),Mike Yates,1,undirected
Gold Dalek (Day of the Daleks),The Brigadier,1,undirected
Gold Dalek (Day of the Daleks),Third Doctor,1,undirected
Goth,Engin,1,undirected
Goth,Fourth Doctor,1,undirected
Goth,Spandrell,1,undirected
Goth,The Master,1,undirected
Grace Holloway,Chang Lee,1,undirected
Grace Holloway,Eighth Doctor,1,undirected
Grace Holloway,Seventh Doctor,1,undirected
Grace Holloway,The Master,1,undirected
Graff Vynda-K,Fourth Doctor,1,undirected
Graff Vynda-K,K9 Mark II,1,undirected
Graff Vynda-K,Romana I,1,undirected
Graff Vynda-K,White Guardian,1,undirected
Gravis,Fifth Doctor,1,undirected
Gravis,Tegan Jovanka,1,undirected
Gravis,Tractator,1,undirected
Gravis,Vislor Turlough,1,undirected
Great Intelligence,Alistair Gordon Lethbridge-Stewart,1,undirected
Great Intelligence,Edward Travers,2,undirected
Great Intelligence,Jamie McCrimmon,2,undirected
Great Intelligence,Padmasambhava,1,undirected
Great Intelligence,Second Doctor,2,undirected
Great Intelligence,Thonmi,1,undirected
Great Intelligence,Victoria Waterfield,2,undirected
Greg Sutton,Alastair Lethbridge-Stewart,1,undirected
Greg Sutton,Eric Stahlman,1,undirected
Greg Sutton,John Benton,1,undirected
Greg Sutton,Keith Gold,1,undirected
Greg Sutton,Liz Shaw,1,undirected
Greg Sutton,Petra Williams,1,undirected
Greg Sutton,The Brigadier,1,undirected
Greg Sutton,Third Doctor,1,undirected
Grendel of Gracht,Fourth Doctor,1,undirected
Grendel of Gracht,K9 Mark II,1,undirected
Grendel of Gracht,Romana I,1,undirected
Grey (The Highlanders),Ben Jackson,1,undirected
Grey (The Highlanders),Jamie McCrimmon,1,undirected
Grey (The Highlanders),Polly Wright,1,undirected
Grey (The Highlanders),Second Doctor,1,undirected
Grugger,Fourth Doctor,1,undirected
Grugger,Gaztak,1,undirected
Grugger,K9 Mark II,1,undirected
Grugger,Meglos,1,undirected
Grugger,Romana II,1,undirected
Grun,Aggedor (The Curse of Peladon),1,undirected
Grun,Alpha Centauri (The Curse of Peladon),1,undirected
Grun,Amazonia,1,undirected
