Source,Target,Story
Charles Grover,Butler (Invasion of the Dinosaurs),Invasion_of_the_Dinosaurs_(TV_story)
Third Doctor,Sarah Jane Smith,Death_to_the_Daleks_(TV_story)
Third Doctor,Dalek,Death_to_the_Daleks_(TV_story)
Sarah Jane Smith,Dalek,Death_to_the_Daleks_(TV_story)
Third Doctor,Sarah Jane Smith,The_Monster_of_Peladon_(TV_story)
Third Doctor,Alpha Centauri (The Curse of Peladon),The_Monster_of_Peladon_(TV_story)
Third Doctor,Aggedor (The Curse of Peladon),The_Monster_of_Peladon_(TV_story)
Third Doctor,Eckersley,The_Monster_of_Peladon_(TV_story)
Third Doctor,Ettis,The_Monster_of_Peladon_(TV_story)
Third Doctor,Ice Lord,The_Monster_of_Peladon_(TV_story)
Third Doctor,Azaxyr,The_Monster_of_Peladon_(TV_story)
Third Doctor,Ice Warrior,The_Monster_of_Peladon_(TV_story)
Sarah Jane Smith,Alpha Centauri (The Curse of Peladon),The_Monster_of_Peladon_(TV_story)
Sarah Jane Smith,Aggedor (The Curse of Peladon),The_Monster_of_Peladon_(TV_story)
Sarah Jane Smith,Eckersley,The_Monster_of_Peladon_(TV_story)
Sarah Jane Smith,Ettis,The_Monster_of_Peladon_(TV_story)
Sarah Jane Smith,Ice Lord,The_Monster_of_Peladon_(TV_story)
Sarah Jane Smith,Azaxyr,The_Monster_of_Peladon_(TV_story)
Sarah Jane Smith,Ice Warrior,The_Monster_of_Peladon_(TV_story)
Alpha Centauri (The Curse of Peladon),Aggedor (The Curse of Peladon),The_Monster_of_Peladon_(TV_story)
Alpha Centauri (The Curse of Peladon),Eckersley,The_Monster_of_Peladon_(TV_story)
Alpha Centauri (The Curse of Peladon),Ettis,The_Monster_of_Peladon_(TV_story)
Alpha Centauri (The Curse of Peladon),Ice Lord,The_Monster_of_Peladon_(TV_story)
Alpha Centauri (The Curse of Peladon),Azaxyr,The_Monster_of_Peladon_(TV_story)
Alpha Centauri (The Curse of Peladon),Ice Warrior,The_Monster_of_Peladon_(TV_story)
Aggedor (The Curse of Peladon),Eckersley,The_Monster_of_Peladon_(TV_story)
Aggedor (The Curse of Peladon),Ettis,The_Monster_of_Peladon_(TV_story)
Aggedor (The Curse of Peladon),Ice Lord,The_Monster_of_Peladon_(TV_story)
Aggedor (The Curse of Peladon),Azaxyr,The_Monster_of_Peladon_(TV_story)
Aggedor (The Curse of Peladon),Ice Warrior,The_Monster_of_Peladon_(TV_story)
Eckersley,Ettis,The_Monster_of_Peladon_(TV_story)
Eckersley,Ice Lord,The_Monster_of_Peladon_(TV_story)
Eckersley,Azaxyr,The_Monster_of_Peladon_(TV_story)
Eckersley,Ice Warrior,The_Monster_of_Peladon_(TV_story)
Ettis,Ice Lord,The_Monster_of_Peladon_(TV_story)
Ettis,Azaxyr,The_Monster_of_Peladon_(TV_story)
Ettis,Ice Warrior,The_Monster_of_Peladon_(TV_story)
Ice Lord,Azaxyr,The_Monster_of_Peladon_(TV_story)
Ice Lord,Ice Warrior,The_Monster_of_Peladon_(TV_story)
Azaxyr,Ice Warrior,The_Monster_of_Peladon_(TV_story)
Third Doctor,The Brigadier,Planet_of_the_Spiders_(TV_story)
Third Doctor,John Benton,Planet_of_the_Spiders_(TV_story)
Third Doctor,Mike Yates,Planet_of_the_Spiders_(TV_story)
Third Doctor,Sarah Jane Smith,Planet_of_the_Spiders_(TV_story)
Third Doctor,K'anpo Rimpoche,Planet_of_the_Spiders_(TV_story)
Third Doctor,Fourth Doctor,Planet_of_the_Spiders_(TV_story)
Third Doctor,The Great One (Planet of the Spiders),Planet_of_the_Spiders_(TV_story)
Third Doctor,Eight Legs,Planet_of_the_Spiders_(TV_story)
Third Doctor,Lupton,Planet_of_the_Spiders_(TV_story)
The Brigadier,John Benton,Planet_of_the_Spiders_(TV_story)
The Brigadier,Mike Yates,Planet_of_the_Spiders_(TV_story)
The Brigadier,Sarah Jane Smith,Planet_of_the_Spiders_(TV_story)
The Brigadier,K'anpo Rimpoche,Planet_of_the_Spiders_(TV_story)
The Brigadier,Fourth Doctor,Planet_of_the_Spiders_(TV_story)
The Brigadier,The Great One (Planet of the Spiders),Planet_of_the_Spiders_(TV_story)
The Brigadier,Eight Legs,Planet_of_the_Spiders_(TV_story)
The Brigadier,Lupton,Planet_of_the_Spiders_(TV_story)
John Benton,Mike Yates,Planet_of_the_Spiders_(TV_story)
John Benton,Sarah Jane Smith,Planet_of_the_Spiders_(TV_story)
John Benton,K'anpo Rimpoche,Planet_of_the_Spiders_(TV_story)
John Benton,Fourth Doctor,Planet_of_the_Spiders_(TV_story)
John Benton,The Great One (Planet of the Spiders),Planet_of_the_Spiders_(TV_story)
John Benton,Eight Legs,Planet_of_the_Spiders_(TV_story)
John Benton,Lupton,Planet_of_the_Spiders_(TV_story)
Mike Yates,Sarah Jane Smith,Planet_of_the_Spiders_(TV_story)
Mike Yates,K'anpo Rimpoche,Planet_of_the_Spiders_(TV_story)
Mike Yates,Fourth Doctor,Planet_of_the_Spiders_(TV_story)
Mike Yates,The Great One (Planet of the Spiders),Planet_of_the_Spiders_(TV_story)
Mike Yates,Eight Legs,Planet_of_the_Spiders_(TV_story)
Mike Yates,Lupton,Planet_of_the_Spiders_(TV_story)
Sarah Jane Smith,K'anpo Rimpoche,Planet_of_the_Spiders_(TV_story)
Sarah Jane Smith,Fourth Doctor,Planet_of_the_Spiders_(TV_story)
Sarah Jane Smith,The Great One (Planet of the Spiders),Planet_of_the_Spiders_(TV_story)
Sarah Jane Smith,Eight Legs,Planet_of_the_Spiders_(TV_story)
Sarah Jane Smith,Lupton,Planet_of_the_Spiders_(TV_story)
K'anpo Rimpoche,Fourth Doctor,Planet_of_the_Spiders_(TV_story)
K'anpo Rimpoche,The Great One (Planet of the Spiders),Planet_of_the_Spiders_(TV_story)
K'anpo Rimpoche,Eight Legs,Planet_of_the_Spiders_(TV_story)
K'anpo Rimpoche,Lupton,Planet_of_the_Spiders_(TV_story)
Fourth Doctor,The Great One (Planet of the Spiders),Planet_of_the_Spiders_(TV_story)
Fourth Doctor,Eight Legs,Planet_of_the_Spiders_(TV_story)
Fourth Doctor,Lupton,Planet_of_the_Spiders_(TV_story)
The Great One (Planet of the Spiders),Eight Legs,Planet_of_the_Spiders_(TV_story)
The Great One (Planet of the Spiders),Lupton,Planet_of_the_Spiders_(TV_story)
Eight Legs,Lupton,Planet_of_the_Spiders_(TV_story)
Fourth Doctor,Alistair Gordon Lethbridge-Stewart,Robot_(TV_story)
Fourth Doctor,Sarah Jane Smith,Robot_(TV_story)
Fourth Doctor,Harry Sullivan,Robot_(TV_story)
Fourth Doctor,Scientific Reform Society,Robot_(TV_story)
Alistair Gordon Lethbridge-Stewart,Sarah Jane Smith,Robot_(TV_story)
Alistair Gordon Lethbridge-Stewart,Harry Sullivan,Robot_(TV_story)
Alistair Gordon Lethbridge-Stewart,Scientific Reform Society,Robot_(TV_story)
Sarah Jane Smith,Harry Sullivan,Robot_(TV_story)
Sarah Jane Smith,Scientific Reform Society,Robot_(TV_story)
Harry Sullivan,Scientific Reform Society,Robot_(TV_story)
Fourth Doctor,Sarah Jane Smith,The_Ark_in_Space_(TV_story)
Fourth Doctor,Harry Sullivan,The_Ark_in_Space_(TV_story)
Fourth Doctor,Wirrn,The_Ark_in_Space_(TV_story)
Sarah Jane Smith,Harry Sullivan,The_Ark_in_Space_(TV_story)
Sarah Jane Smith,Wirrn,The_Ark_in_Space_(TV_story)
Harry Sullivan,Wirrn,The_Ark_in_Space_(TV_story)
Fourth Doctor,Sarah Jane Smith,The_Sontaran_Experiment_(TV_story)
Fourth Doctor,Harry Sullivan,The_Sontaran_Experiment_(TV_story)
Fourth Doctor,Field Major,The_Sontaran_Experiment_(TV_story)
Fourth Doctor,Styre,The_Sontaran_Experiment_(TV_story)
Sarah Jane Smith,Harry Sullivan,The_Sontaran_Experiment_(TV_story)
Sarah Jane Smith,Field Major,The_Sontaran_Experiment_(TV_story)
Sarah Jane Smith,Styre,The_Sontaran_Experiment_(TV_story)
Harry Sullivan,Field Major,The_Sontaran_Experiment_(TV_story)
Harry Sullivan,Styre,The_Sontaran_Experiment_(TV_story)
Field Major,Styre,The_Sontaran_Experiment_(TV_story)
Fourth Doctor,Sarah Jane Smith,Genesis_of_the_Daleks_(TV_story)
Fourth Doctor,Harry Sullivan,Genesis_of_the_Daleks_(TV_story)
Fourth Doctor,Time Lord messenger (Genesis of the Daleks),Genesis_of_the_Daleks_(TV_story)
Fourth Doctor,Davros,Genesis_of_the_Daleks_(TV_story)
Sarah Jane Smith,Harry Sullivan,Genesis_of_the_Daleks_(TV_story)
Sarah Jane Smith,Time Lord messenger (Genesis of the Daleks),Genesis_of_the_Daleks_(TV_story)
Sarah Jane Smith,Davros,Genesis_of_the_Daleks_(TV_story)
Harry Sullivan,Time Lord messenger (Genesis of the Daleks),Genesis_of_the_Daleks_(TV_story)
Harry Sullivan,Davros,Genesis_of_the_Daleks_(TV_story)
Time Lord messenger (Genesis of the Daleks),Davros,Genesis_of_the_Daleks_(TV_story)
Fourth Doctor,Sarah Jane Smith,Revenge_of_the_Cybermen_(TV_story)
Fourth Doctor,Harry Sullivan,Revenge_of_the_Cybermen_(TV_story)
Fourth Doctor,Cyber-Leader (Revenge of the Cybermen),Revenge_of_the_Cybermen_(TV_story)
Fourth Doctor,Cyberman,Revenge_of_the_Cybermen_(TV_story)
Fourth Doctor,Vorus,Revenge_of_the_Cybermen_(TV_story)
Fourth Doctor,Kellman,Revenge_of_the_Cybermen_(TV_story)
Sarah Jane Smith,Harry Sullivan,Revenge_of_the_Cybermen_(TV_story)
Sarah Jane Smith,Cyber-Leader (Revenge of the Cybermen),Revenge_of_the_Cybermen_(TV_story)
Sarah Jane Smith,Cyberman,Revenge_of_the_Cybermen_(TV_story)
Sarah Jane Smith,Vorus,Revenge_of_the_Cybermen_(TV_story)
Sarah Jane Smith,Kellman,Revenge_of_the_Cybermen_(TV_story)
Harry Sullivan,Cyber-Leader (Revenge of the Cybermen),Revenge_of_the_Cybermen_(TV_story)
Harry Sullivan,Cyberman,Revenge_of_the_Cybermen_(TV_story)
Harry Sullivan,Vorus,Revenge_of_the_Cybermen_(TV_story)
Harry Sullivan,Kellman,Revenge_of_the_Cybermen_(TV_story)
Cyber-Leader (Revenge of the Cybermen),Cyberman,Revenge_of_the_Cybermen_(TV_story)
Cyber-Leader (Revenge of the Cybermen),Vorus,Revenge_of_the_Cybermen_(TV_story)
Cyber-Leader (Revenge of the Cybermen),Kellman,Revenge_of_the_Cybermen_(TV_story)
Cyberman,Vorus,Revenge_of_the_Cybermen_(TV_story)
Cyberman,Kellman,Revenge_of_the_Cybermen_(TV_story)
Vorus,Kellman,Revenge_of_the_Cybermen_(TV_story)
Fourth Doctor,Sarah Jane Smith,Terror_of_the_Zygons_(TV_story)
Fourth Doctor,Harry Sullivan,Terror_of_the_Zygons_(TV_story)
Fourth Doctor,Alistair Gordon Lethbridge-Stewart,Terror_of_the_Zygons_(TV_story)
Fourth Doctor,John Benton,Terror_of_the_Zygons_(TV_story)
Fourth Doctor,Broton,Terror_of_the_Zygons_(TV_story)
Sarah Jane Smith,Harry Sullivan,Terror_of_the_Zygons_(TV_story)
Sarah Jane Smith,Alistair Gordon Lethbridge-Stewart,Terror_of_the_Zygons_(TV_story)
Sarah Jane Smith,John Benton,Terror_of_the_Zygons_(TV_story)
Sarah Jane Smith,Broton,Terror_of_the_Zygons_(TV_story)
Harry Sullivan,Alistair Gordon Lethbridge-Stewart,Terror_of_the_Zygons_(TV_story)
Harry Sullivan,John Benton,Terror_of_the_Zygons_(TV_story)
Harry Sullivan,Broton,Terror_of_the_Zygons_(TV_story)
Alistair Gordon Lethbridge-Stewart,John Benton,Terror_of_the_Zygons_(TV_story)
Alistair Gordon Lethbridge-Stewart,Broton,Terror_of_the_Zygons_(TV_story)
John Benton,Broton,Terror_of_the_Zygons_(TV_story)
Fourth Doctor,Sarah Jane Smith,Planet_of_Evil_(TV_story)
Fourth Doctor,Anti-matter creature,Planet_of_Evil_(TV_story)
Fourth Doctor,Salamar,Planet_of_Evil_(TV_story)
Sarah Jane Smith,Anti-matter creature,Planet_of_Evil_(TV_story)
Sarah Jane Smith,Salamar,Planet_of_Evil_(TV_story)
Anti-matter creature,Salamar,Planet_of_Evil_(TV_story)
Fourth Doctor,Sarah Jane Smith,Pyramids_of_Mars_(TV_story)
Fourth Doctor,Sutekh,Pyramids_of_Mars_(TV_story)
Sarah Jane Smith,Sutekh,Pyramids_of_Mars_(TV_story)
Fourth Doctor,Sarah Jane Smith,The_Android_Invasion_(TV_story)
Fourth Doctor,Harry Sullivan,The_Android_Invasion_(TV_story)
Fourth Doctor,John Benton,The_Android_Invasion_(TV_story)
Fourth Doctor,Kraal (species),The_Android_Invasion_(TV_story)
Sarah Jane Smith,Harry Sullivan,The_Android_Invasion_(TV_story)
Sarah Jane Smith,John Benton,The_Android_Invasion_(TV_story)
Sarah Jane Smith,Kraal (species),The_Android_Invasion_(TV_story)
Harry Sullivan,John Benton,The_Android_Invasion_(TV_story)
Harry Sullivan,Kraal (species),The_Android_Invasion_(TV_story)
John Benton,Kraal (species),The_Android_Invasion_(TV_story)
Fourth Doctor,Sarah Jane Smith,The_Brain_of_Morbius_(TV_story)
Fourth Doctor,Morbius,The_Brain_of_Morbius_(TV_story)
Fourth Doctor,Mehendri Solon,The_Brain_of_Morbius_(TV_story)
Sarah Jane Smith,Morbius,The_Brain_of_Morbius_(TV_story)
Sarah Jane Smith,Mehendri Solon,The_Brain_of_Morbius_(TV_story)
Morbius,Mehendri Solon,The_Brain_of_Morbius_(TV_story)
Fourth Doctor,Sarah Jane Smith,The_Seeds_of_Doom_(TV_story)
Fourth Doctor,Krynoid,The_Seeds_of_Doom_(TV_story)
Fourth Doctor,Harrison Chase,The_Seeds_of_Doom_(TV_story)
Sarah Jane Smith,Krynoid,The_Seeds_of_Doom_(TV_story)
Sarah Jane Smith,Harrison Chase,The_Seeds_of_Doom_(TV_story)
Krynoid,Harrison Chase,The_Seeds_of_Doom_(TV_story)
Fourth Doctor,Sarah Jane Smith,The_Masque_of_Mandragora_(TV_story)
Fourth Doctor,Mandragora Helix,The_Masque_of_Mandragora_(TV_story)
Fourth Doctor,Hieronymous (The Masque of Mandragora),The_Masque_of_Mandragora_(TV_story)
Fourth Doctor,Federico,The_Masque_of_Mandragora_(TV_story)
Sarah Jane Smith,Mandragora Helix,The_Masque_of_Mandragora_(TV_story)
Sarah Jane Smith,Hieronymous (The Masque of Mandragora),The_Masque_of_Mandragora_(TV_story)
Sarah Jane Smith,Federico,The_Masque_of_Mandragora_(TV_story)
Mandragora Helix,Hieronymous (The Masque of Mandragora),The_Masque_of_Mandragora_(TV_story)
Mandragora Helix,Federico,The_Masque_of_Mandragora_(TV_story)
Hieronymous (The Masque of Mandragora),Federico,The_Masque_of_Mandragora_(TV_story)
Fourth Doctor,Sarah Jane Smith,The_Hand_of_Fear_(TV_story)
Fourth Doctor,Eldrad,The_Hand_of_Fear_(TV_story)
Sarah Jane Smith,Eldrad,The_Hand_of_Fear_(TV_story)
Fourth Doctor,Spandrell,The_Deadly_Assassin_(TV_story)
Fourth Doctor,Engin,The_Deadly_Assassin_(TV_story)
Fourth Doctor,The Master,The_Deadly_Assassin_(TV_story)
Fourth Doctor,Goth,The_Deadly_Assassin_(TV_story)
Spandrell,Engin,The_Deadly_Assassin_(TV_story)
Spandrell,The Master,The_Deadly_Assassin_(TV_story)
Spandrell,Goth,The_Deadly_Assassin_(TV_story)
Engin,The Master,The_Deadly_Assassin_(TV_story)
Engin,Goth,The_Deadly_Assassin_(TV_story)
The Master,Goth,The_Deadly_Assassin_(TV_story)
Fourth Doctor,Leela,The_Face_of_Evil_(TV_story)
Fourth Doctor,Xoanon,The_Face_of_Evil_(TV_story)
Leela,Xoanon,The_Face_of_Evil_(TV_story)
Fourth Doctor,Leela,The_Robots_of_Death_(TV_story)
Fourth Doctor,Lish Toos,The_Robots_of_Death_(TV_story)
Fourth Doctor,Ander Poul,The_Robots_of_Death_(TV_story)
Fourth Doctor,Kiy Uvanov,The_Robots_of_Death_(TV_story)
Fourth Doctor,Taren Capel,The_Robots_of_Death_(TV_story)
Fourth Doctor,Kaldor android,The_Robots_of_Death_(TV_story)
Leela,Lish Toos,The_Robots_of_Death_(TV_story)
Leela,Ander Poul,The_Robots_of_Death_(TV_story)
Leela,Kiy Uvanov,The_Robots_of_Death_(TV_story)
Leela,Taren Capel,The_Robots_of_Death_(TV_story)
Leela,Kaldor android,The_Robots_of_Death_(TV_story)
Lish Toos,Ander Poul,The_Robots_of_Death_(TV_story)
Lish Toos,Kiy Uvanov,The_Robots_of_Death_(TV_story)
Lish Toos,Taren Capel,The_Robots_of_Death_(TV_story)
Lish Toos,Kaldor android,The_Robots_of_Death_(TV_story)
Ander Poul,Kiy Uvanov,The_Robots_of_Death_(TV_story)
Ander Poul,Taren Capel,The_Robots_of_Death_(TV_story)
Ander Poul,Kaldor android,The_Robots_of_Death_(TV_story)
Kiy Uvanov,Taren Capel,The_Robots_of_Death_(TV_story)
Kiy Uvanov,Kaldor android,The_Robots_of_Death_(TV_story)
Taren Capel,Kaldor android,The_Robots_of_Death_(TV_story)
Fourth Doctor,Leela,The_Talons_of_Weng-Chiang_(TV_story)
Fourth Doctor,Henry Gordon Jago,The_Talons_of_Weng-Chiang_(TV_story)
Fourth Doctor,George Litefoot,The_Talons_of_Weng-Chiang_(TV_story)
Fourth Doctor,Magnus Greel,The_Talons_of_Weng-Chiang_(TV_story)
Fourth Doctor,Li H'sen Chang,The_Talons_of_Weng-Chiang_(TV_story)
Fourth Doctor,Mr Sin,The_Talons_of_Weng-Chiang_(TV_story)
Leela,Henry Gordon Jago,The_Talons_of_Weng-Chiang_(TV_story)
Leela,George Litefoot,The_Talons_of_Weng-Chiang_(TV_story)
Leela,Magnus Greel,The_Talons_of_Weng-Chiang_(TV_story)
Leela,Li H'sen Chang,The_Talons_of_Weng-Chiang_(TV_story)
Leela,Mr Sin,The_Talons_of_Weng-Chiang_(TV_story)
Henry Gordon Jago,George Litefoot,The_Talons_of_Weng-Chiang_(TV_story)
Henry Gordon Jago,Magnus Greel,The_Talons_of_Weng-Chiang_(TV_story)
Henry Gordon Jago,Li H'sen Chang,The_Talons_of_Weng-Chiang_(TV_story)
Henry Gordon Jago,Mr Sin,The_Talons_of_Weng-Chiang_(TV_story)
George Litefoot,Magnus Greel,The_Talons_of_Weng-Chiang_(TV_story)
George Litefoot,Li H'sen Chang,The_Talons_of_Weng-Chiang_(TV_story)
George Litefoot,Mr Sin,The_Talons_of_Weng-Chiang_(TV_story)
Magnus Greel,Li H'sen Chang,The_Talons_of_Weng-Chiang_(TV_story)
Magnus Greel,Mr Sin,The_Talons_of_Weng-Chiang_(TV_story)
Li H'sen Chang,Mr Sin,The_Talons_of_Weng-Chiang_(TV_story)
Fourth Doctor,Leela,Horror_of_Fang_Rock_(TV_story)
Fourth Doctor,Rutan Host,Horror_of_Fang_Rock_(TV_story)
Leela,Rutan Host,Horror_of_Fang_Rock_(TV_story)
Fourth Doctor,Leela,The_Invisible_Enemy_(TV_story)
Fourth Doctor,K9 Mark I,The_Invisible_Enemy_(TV_story)
Fourth Doctor,The Swarm (The Invisible Enemy),The_Invisible_Enemy_(TV_story)
Fourth Doctor,The Nucleus,The_Invisible_Enemy_(TV_story)
Leela,K9 Mark I,The_Invisible_Enemy_(TV_story)
Leela,The Swarm (The Invisible Enemy),The_Invisible_Enemy_(TV_story)
Leela,The Nucleus,The_Invisible_Enemy_(TV_story)
K9 Mark I,The Swarm (The Invisible Enemy),The_Invisible_Enemy_(TV_story)
K9 Mark I,The Nucleus,The_Invisible_Enemy_(TV_story)
The Swarm (The Invisible Enemy),The Nucleus,The_Invisible_Enemy_(TV_story)
Fourth Doctor,Leela,Image_of_the_Fendahl_(TV_story)
Fourth Doctor,K9 Mark I,Image_of_the_Fendahl_(TV_story)
Fourth Doctor,Fendahl,Image_of_the_Fendahl_(TV_story)
Fourth Doctor,Maximillian Stael,Image_of_the_Fendahl_(TV_story)
Leela,K9 Mark I,Image_of_the_Fendahl_(TV_story)
Leela,Fendahl,Image_of_the_Fendahl_(TV_story)
Leela,Maximillian Stael,Image_of_the_Fendahl_(TV_story)
K9 Mark I,Fendahl,Image_of_the_Fendahl_(TV_story)
K9 Mark I,Maximillian Stael,Image_of_the_Fendahl_(TV_story)
Fendahl,Maximillian Stael,Image_of_the_Fendahl_(TV_story)
Fourth Doctor,Leela,The_Sun_Makers_(TV_story)
Fourth Doctor,K9 Mark I,The_Sun_Makers_(TV_story)
Fourth Doctor,The Collector,The_Sun_Makers_(TV_story)
Fourth Doctor,Hade,The_Sun_Makers_(TV_story)
Leela,K9 Mark I,The_Sun_Makers_(TV_story)
Leela,The Collector,The_Sun_Makers_(TV_story)
Leela,Hade,The_Sun_Makers_(TV_story)
K9 Mark I,The Collector,The_Sun_Makers_(TV_story)
K9 Mark I,Hade,The_Sun_Makers_(TV_story)
The Collector,Hade,The_Sun_Makers_(TV_story)
Fourth Doctor,Leela,Underworld_(TV_story)
Fourth Doctor,K9 Mark I,Underworld_(TV_story)
Fourth Doctor,Oracle (Underworld),Underworld_(TV_story)
Fourth Doctor,Seer,Underworld_(TV_story)
Leela,K9 Mark I,Underworld_(TV_story)
Leela,Oracle (Underworld),Underworld_(TV_story)
Leela,Seer,Underworld_(TV_story)
K9 Mark I,Oracle (Underworld),Underworld_(TV_story)
K9 Mark I,Seer,Underworld_(TV_story)
Oracle (Underworld),Seer,Underworld_(TV_story)
Fourth Doctor,Leela,The_Invasion_of_Time_(TV_story)
Fourth Doctor,K9 Mark I,The_Invasion_of_Time_(TV_story)
Fourth Doctor,Commander,The_Invasion_of_Time_(TV_story)
Fourth Doctor,Stor,The_Invasion_of_Time_(TV_story)
Fourth Doctor,Vardan,The_Invasion_of_Time_(TV_story)
Leela,K9 Mark I,The_Invasion_of_Time_(TV_story)
Leela,Commander,The_Invasion_of_Time_(TV_story)
Leela,Stor,The_Invasion_of_Time_(TV_story)
Leela,Vardan,The_Invasion_of_Time_(TV_story)
K9 Mark I,Commander,The_Invasion_of_Time_(TV_story)
K9 Mark I,Stor,The_Invasion_of_Time_(TV_story)
K9 Mark I,Vardan,The_Invasion_of_Time_(TV_story)
Commander,Stor,The_Invasion_of_Time_(TV_story)
Commander,Vardan,The_Invasion_of_Time_(TV_story)
Stor,Vardan,The_Invasion_of_Time_(TV_story)
Fourth Doctor,K9 Mark II,The_Ribos_Operation_(TV_story)
Fourth Doctor,Romana I,The_Ribos_Operation_(TV_story)
Fourth Doctor,White Guardian,The_Ribos_Operation_(TV_story)
Fourth Doctor,Graff Vynda-K,The_Ribos_Operation_(TV_story)
K9 Mark II,Romana I,The_Ribos_Operation_(TV_story)
K9 Mark II,White Guardian,The_Ribos_Operation_(TV_story)
K9 Mark II,Graff Vynda-K,The_Ribos_Operation_(TV_story)
Romana I,White Guardian,The_Ribos_Operation_(TV_story)
Romana I,Graff Vynda-K,The_Ribos_Operation_(TV_story)
White Guardian,Graff Vynda-K,The_Ribos_Operation_(TV_story)
Fourth Doctor,K9 Mark II,The_Pirate_Planet_(TV_story)
Fourth Doctor,Romana I,The_Pirate_Planet_(TV_story)
Fourth Doctor,The Captain,The_Pirate_Planet_(TV_story)
Fourth Doctor,Xanxia,The_Pirate_Planet_(TV_story)
K9 Mark II,Romana I,The_Pirate_Planet_(TV_story)
K9 Mark II,The Captain,The_Pirate_Planet_(TV_story)
K9 Mark II,Xanxia,The_Pirate_Planet_(TV_story)
Romana I,The Captain,The_Pirate_Planet_(TV_story)
Romana I,Xanxia,The_Pirate_Planet_(TV_story)
The Captain,Xanxia,The_Pirate_Planet_(TV_story)
Fourth Doctor,K9 Mark II,The_Stones_of_Blood_(TV_story)
Fourth Doctor,Romana I,The_Stones_of_Blood_(TV_story)
Fourth Doctor,White Guardian,The_Stones_of_Blood_(TV_story)
Fourth Doctor,Cessair of Diplos,The_Stones_of_Blood_(TV_story)
Fourth Doctor,Ogri,The_Stones_of_Blood_(TV_story)
K9 Mark II,Romana I,The_Stones_of_Blood_(TV_story)
K9 Mark II,White Guardian,The_Stones_of_Blood_(TV_story)
K9 Mark II,Cessair of Diplos,The_Stones_of_Blood_(TV_story)
K9 Mark II,Ogri,The_Stones_of_Blood_(TV_story)
Romana I,White Guardian,The_Stones_of_Blood_(TV_story)
Romana I,Cessair of Diplos,The_Stones_of_Blood_(TV_story)
Romana I,Ogri,The_Stones_of_Blood_(TV_story)
White Guardian,Cessair of Diplos,The_Stones_of_Blood_(TV_story)
White Guardian,Ogri,The_Stones_of_Blood_(TV_story)
Cessair of Diplos,Ogri,The_Stones_of_Blood_(TV_story)
Fourth Doctor,K9 Mark II,The_Androids_of_Tara_(TV_story)
Fourth Doctor,Romana I,The_Androids_of_Tara_(TV_story)
Fourth Doctor,Grendel of Gracht,The_Androids_of_Tara_(TV_story)
K9 Mark II,Romana I,The_Androids_of_Tara_(TV_story)
K9 Mark II,Grendel of Gracht,The_Androids_of_Tara_(TV_story)
Romana I,Grendel of Gracht,The_Androids_of_Tara_(TV_story)
Fourth Doctor,Romana I,The_Power_of_Kroll_(TV_story)
Fourth Doctor,Kroll,The_Power_of_Kroll_(TV_story)
Fourth Doctor,Thawn,The_Power_of_Kroll_(TV_story)
Fourth Doctor,Ranquin,The_Power_of_Kroll_(TV_story)
Romana I,Kroll,The_Power_of_Kroll_(TV_story)
Romana I,Thawn,The_Power_of_Kroll_(TV_story)
Romana I,Ranquin,The_Power_of_Kroll_(TV_story)
Kroll,Thawn,The_Power_of_Kroll_(TV_story)
Kroll,Ranquin,The_Power_of_Kroll_(TV_story)
Thawn,Ranquin,The_Power_of_Kroll_(TV_story)
Fourth Doctor,K9 Mark II,The_Armageddon_Factor_(TV_story)
Fourth Doctor,Romana I,The_Armageddon_Factor_(TV_story)
Fourth Doctor,Drax,The_Armageddon_Factor_(TV_story)
Fourth Doctor,Astra of Atrios,The_Armageddon_Factor_(TV_story)
Fourth Doctor,The Shadow,The_Armageddon_Factor_(TV_story)
Fourth Doctor,Black Guardian,The_Armageddon_Factor_(TV_story)
Fourth Doctor,Marshal of Atrios,The_Armageddon_Factor_(TV_story)
K9 Mark II,Romana I,The_Armageddon_Factor_(TV_story)
K9 Mark II,Drax,The_Armageddon_Factor_(TV_story)
K9 Mark II,Astra of Atrios,The_Armageddon_Factor_(TV_story)
K9 Mark II,The Shadow,The_Armageddon_Factor_(TV_story)
K9 Mark II,Black Guardian,The_Armageddon_Factor_(TV_story)
K9 Mark II,Marshal of Atrios,The_Armageddon_Factor_(TV_story)
Romana I,Drax,The_Armageddon_Factor_(TV_story)
Romana I,Astra of Atrios,The_Armageddon_Factor_(TV_story)
Romana I,The Shadow,The_Armageddon_Factor_(TV_story)
Romana I,Black Guardian,The_Armageddon_Factor_(TV_story)
Romana I,Marshal of Atrios,The_Armageddon_Factor_(TV_story)
Drax,Astra of Atrios,The_Armageddon_Factor_(TV_story)
Drax,The Shadow,The_Armageddon_Factor_(TV_story)
Drax,Black Guardian,The_Armageddon_Factor_(TV_story)
Drax,Marshal of Atrios,The_Armageddon_Factor_(TV_story)
Astra of Atrios,The Shadow,The_Armageddon_Factor_(TV_story)
Astra of Atrios,Black Guardian,The_Armageddon_Factor_(TV_story)
Astra of Atrios,Marshal of Atrios,The_Armageddon_Factor_(TV_story)
The Shadow,Black Guardian,The_Armageddon_Factor_(TV_story)
The Shadow,Marshal of Atrios,The_Armageddon_Factor_(TV_story)
Black Guardian,Marshal of Atrios,The_Armageddon_Factor_(TV_story)
Fourth Doctor,Romana II,Destiny_of_the_Daleks_(TV_story)
